street,arrondissement,from_url
Rue Greffulhe,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Intérieure,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Jean-Goujon,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Jean-Mermoz,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Joseph-Sansbœuf,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue La Boétie,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Lamennais,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Larribe,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Laure-Diebold,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Lavoisier,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Lincoln,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Lord-Byron,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Louis-Murat,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Magellan,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Maleville,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Marbeuf,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Mollien,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Montalivet,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Murillo,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Pasquier,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Paul-Baudry,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Paul-Cézanne,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Pelouze,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Pierre-Charron,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Pierre-le-Grand,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Portalis,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Quentin-Bauchart,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Rabelais,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Rembrandt,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Robert-Estienne,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Roquépine,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Roy,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Royale,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Saint-Florentin,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Saint-Honoré,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Saint-Lazare,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Saint-Philippe-du-Roule,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Treilhard,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Tronchet,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Tronson-du-Coudray,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Vernet,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Vignon,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Rue Washington,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Square Beaujon,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Square du Roule,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Villa Nouvelle,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Villa Wagram-Saint-Honoré,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie A/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie B/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie C/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie D/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie E/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie F/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie G/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie Georges-Pompidou,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie H/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie J/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Voie K/8,8,https://fr.wikipedia.org/wiki/Liste_des_voies_du_8e_arrondissement_de_Paris
Avenue de Provence,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Avenue du Coq,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Avenue Frochot,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Avenue Trudaine,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard de Clichy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard de la Madeleine,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard de Magenta,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard de Rochechouart,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard des Capucines,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard des Italiens,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard Haussmann,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard Montmartre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Boulevard Poissonnière,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Bergère,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Chaptal,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Charles-Godon,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Condorcet,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité d'Antin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité de Londres,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité de Trévise,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Fénelon,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Malesherbes,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Monthiers,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Pigalle,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cité Rougemont,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cour Capucines,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cour Saint-Hilaire,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Cour Édouard-VII,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Impasse de l'École,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Impasse de la Boule-Rouge,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Impasse de La Tour-d'Auvergne,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Impasse Sandrié,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Alfred-Stevens,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Briare,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Capucines,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Caumartin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Collin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage des Deux-Sœurs,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage du Havre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Jouffroy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Verdeau,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Passage Édouard-VII,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Adolphe-Max,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Adrien-Oudin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place André-Breton,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Blanche,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Charles-Garnier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Chavarche-Missakian,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place d'Anvers,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place d'Estienne-d'Orves,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place de Budapest,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place de Clichy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place de l'Opéra,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Diaghilev,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place du Havre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Gabriel-Kaspereit,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Georges-Berry,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Gustave-Toudouze,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Henri-Salvador,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Jacob-Kaplan,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Jacques-Rouché,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place José-Rizal,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Kossuth,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Lili-Boulanger,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Lino-Ventura,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Pigalle,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Saint-Georges,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Théophile-Bader,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Place Édouard-VII,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Promenade Coccinelle,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Promenade Georges-Ulmer,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Promenade Jacques-Canetti,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Promenade Marcel-Carné,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Promenade Roland-Lesaffre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Alfred-Stevens,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Ambroise-Thomas,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Auber,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Ballu,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Bergère,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Blanche,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Bleue,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Bochart-de-Saron,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Boudreau,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Bourdaloue,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Bruno-Coquatrix,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Buffault,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Cadet,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Chaptal,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Charras,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Chauchat,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Choron,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Clauzel,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Condorcet,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Cretet,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue d'Abbeville,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue d'Amsterdam,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue d'Athènes,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue d'Aumale,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Bellefond,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Bruxelles,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Budapest,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Calais,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Caumartin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Chantilly,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Cheverus,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Châteaudun,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Clichy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Douai,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Dunkerque,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de l'Agent-Bailly,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Boule-Rouge,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Chaussée-d'Antin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Grange-Batelière,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de La Rochefoucauld,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de La Tour-d'Auvergne,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Tour-des-Dames,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Trinité,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de la Victoire,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Liège,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Londres,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Maubeuge,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Milan,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Mogador,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Montholon,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Montyon,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Navarin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Parme,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Provence,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Rochechouart,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Sèze,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Trévise,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue de Vintimille,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue des Italiens,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue des Martyrs,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue des Mathurins,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Drouot,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Cardinal-Mercier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Conservatoire,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Delta,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Faubourg-Montmartre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Faubourg-Poissonnière,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Havre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue du Helder,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Duperré,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Fléchier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Frochot,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Fromentin,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Geoffroy-Marie,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Gluck,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Godot-de-Mauroy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Gérando,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Halévy,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Henner,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Henry-Monnier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Hippolyte-Lebas,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Jean-Baptiste-Pigalle,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Jean-Baptiste-Say,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Joubert,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Jules-Lefebvre,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue La Bruyère,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue La Fayette,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Laferrière,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Laffitte,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Lallier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Lamartine,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Le Peletier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Lentonnet,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Mansart,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Manuel,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Mayran,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Meyerbeer,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Milton,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Moncey,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Morlot,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Notre-Dame-de-Lorette,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Papillon,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Paul-Escudier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Pierre-Fontaine,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Pierre-Haret,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Pierre-Semard,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Pillet-Will,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Pétrelle,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Riboutté,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Richer,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Rochambeau,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Rodier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Rossini,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Rougemont,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Saint-Georges,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Saint-Lazare,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Sainte-Cécile,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Saulnier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Scribe,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Taitbout,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
Rue Thimonnier,9,https://fr.wikipedia.org/wiki/Liste_des_voies_du_9e_arrondissement_de_Paris
